Guid,Name,Type,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,Website,Industry,AnnualRevenue,NumberOfEmployees,Description,IsCustomerPortal,Jigsaw,JigsawCompanyId,AccountSource,SicDesc,IsBuyer,ccrz__CustomField1__c,ccrz__CustomField2__c,ccrz__DataId__c,ccrz__PreventAddrBookSave__c,ccrz__PreventNewAddrCheckout__c,ccrz__PreventNewBillAddrCO__c,ccrz__SourceSystem__c,ccrz__TaxExemptAccount__c,ccrz__UsedByCloudcraze__c,SBQQ__AssetQuantitiesCombined__c,SBQQ__CoTermedContractsCombined__c,SBQQ__CoTerminationEvent__c,SBQQ__ContractCoTermination__c,SBQQ__IgnoreParentContractedPrices__c,SBQQ__PreserveBundle__c,SBQQ__PriceHoldEnd__c,SBQQ__RenewalModel__c,SBQQ__RenewalPricingMethod__c,SBQQ__TaxExempt__c,blng__CustomerProfileId__c,blng__DefaultPaymentType__c,CorporateLocations__c,FranchiseLocations__c,TaxID__c,BillingEmail__c,Test_Field__c,Custom_Account_Picklist__c
70c9d823-95cc-4966-8ae4-dd38efb5df52,TestAcc,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(918) 636-2060 x6580,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7286cc42-3f14-4012-b004-9db78c0b8deb,Tazzy,Prospect,1000 Lowes Blvd,Mooresville,NC,28117-8520,United States,#N/A,#N/A,#N/A,P.O. BOX 1000,Mooresville,NC,28115-1000,US,#N/A,#N/A,#N/A,(423) 281-0869 x7805,#N/A,#N/A,Consumer Goods,5.9074E10,#N/A,Finley Companies is the leader in Consumer Goods in Mooresville,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
72a3c22d-2ed2-432b-b94b-165914e245ce,Pizza Hut,Prospect,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(731) 225-9219 x5674,#N/A,#N/A,Restaurant,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,703.0,18000.0,12-3456789,ap@pizzahut.com,#N/A,#N/A
752e211a-bb75-4485-9f47-5cf9cb7a6eaa,Dynazzy,Customer,100 N Tryon St Ste 220,Charlotte,NC,28202-4031,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(409) 570-0907 x2964,#N/A,#N/A,Manufacturing,9.3056E10,#N/A,Velso International is the leader in Manufacturing in Charlotte,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
775160cb-f120-4068-9e54-093903a4aab9,Regal Cinemas,Customer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(802) 602-8402 x6913,#N/A,#N/A,Entertainment,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,549.0,0.0,12-3456789,accounting@regal.com,#N/A,#N/A
775dee8f-3414-4b38-9a65-ece01fef7811,Twitterwire,Customer,BC V6T 1A7,Vancouver,BC,#N/A,Canada,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(318) 734-5162,#N/A,#N/A,Services,5.0E7,#N/A,Spade and Archer is the leader in Services in BC,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
777ff5b9-986d-4c61-b53e-d674fdc77f90,Aivee,Customer,Wittelsbacherplatz 2,Bavaria,Munich,80333,Germany,#N/A,#N/A,#N/A,6/10 Mount St,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(623) 630-8803 x0806,#N/A,#N/A,Banking,8.0231577E7,#N/A,Virtucon is the leader in Banking in Bavaria,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
77b0ce70-d2e9-41af-8dbf-80cb214630be,Quimm,Customer,900 Cottage Grove Rd,Bloomfield,CT,06002-2920,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(307) 417-4931 x7212,#N/A,#N/A,Media,3.7876E10,#N/A,Trek Broadcasting is the leader in Media in Bloomfield,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
77bb33f2-fe7a-42de-817c-49d19f2156f8,Twinder,Prospect,3000 N Sam Houston Pkwy E,Houston,TX,77032-3299,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(610) 814-0043 x4540,#N/A,#N/A,Technology,2.3633E10,#N/A,Systym Vitals is the leader in Technology in Houston,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
795e8882-bf3a-4563-8ba6-936e7f71d8e0,Topicblab,Customer,500 W Main St Ste 300,Louisville,KY,40202-4268,United States,#N/A,#N/A,#N/A,P.O. BOX 14601,Louisville,KY,40214-0601,US,#N/A,#N/A,#N/A,(937) 210-4483,#N/A,#N/A,Apparel,5.4289E10,#N/A,Ankh-Sto Associates is the leader in Apparel in Louisville,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
79722324-b190-471b-8c3e-b08de19fc254,Topicshots,Prospect,1 SW Bowerman Dr,Beaverton,OR,97005-0979,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(413) 816-4038 x8157,#N/A,#N/A,Technology,3.0601E10,#N/A,Gadgetron is the leader in Technology in Beaverton,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
79a70b54-6ffd-4390-8851-7cee83fc643e,Viva,Customer,34 Frasers Rd,Mitchelton,QLD,4053,Australia,#N/A,#N/A,#N/A,34 Frasers Rd,Mitchelton,QLD,4053,Australia,#N/A,#N/A,#N/A,(507) 401-0588,#N/A,#N/A,Healthcare,8.4202995E8,#N/A,Christian Lavendar Hospital is the leader in Healthcare in Mitchelton,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7bfaac9e-b9cb-44f5-827b-8f926458264e,Browsezoom,Prospect,5565 Maple Wood Street,San Jose,CA,95113,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(925) 978-4952 x5735,#N/A,#N/A,Retail,2.4638374E7,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7c154f19-d7c9-4493-bb24-04d53581dd43,Mydo,Customer,108 Wilmot Rd,Deerfield,IL,60015-5145,United States,#N/A,#N/A,#N/A,200 George Street,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(402) 478-9927 x2321,#N/A,#N/A,Financial Services,1.03444E11,#N/A,"Civic Wealth, Inc. is the leader in Financial Services in Deerfield",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7d0c5573-5e55-461f-9ec9-54af5e9ecbc1,Skaboo,Customer,70173,Baden-Württemberg,Stuttgart,#N/A,Germany,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(937) 973-8018,#N/A,#N/A,Healthcare,2.55815146E8,#N/A,St Francis West Side is the leader in Healthcare in Baden-Württemberg,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7d2ecc49-17bb-4745-8cf3-224ca6e1d3cf,Oozz,Customer,170 W Tasman Dr,San Jose,CA,95134-1706,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(252) 605-1120 x2133,#N/A,#N/A,Higher Education,4.9161E10,#N/A,Franklin Research College is the leader in Higher Education in San Jose,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7d9b03d0-e6f5-400b-8635-e7581d3f68a4,Brightdog,Customer,3010 Briarpark Dr,Houston,TX,77042-3706,United States,#N/A,#N/A,#N/A,P.O. BOX 4428,Houston,TX,77210-4428,US,#N/A,#N/A,#N/A,(989) 816-0326 x9025,#N/A,#N/A,Hospitality,1.00949E11,#N/A,Your Lesiure Microtels is the leader in Hospitality in Houston,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7de0504d-81bb-4553-9a5d-8813cd59c9fa,Agimba,Customer,18 McMahon Dr,Ballan,VIC,3342,Australia,#N/A,#N/A,#N/A,18 McMahon Dr,Ballan,VIC,3342,Australia,#N/A,#N/A,#N/A,(603) 470-6100,#N/A,#N/A,Apparel,5.29570951E8,#N/A,Minuteman Cafe is the leader in Apparel in Ballan,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7ff380ee-e459-4923-b9a5-e18e09859613,Plambee,Customer,75716,Paris,Paris,#N/A,France,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(949) 317-1879 x8408,#N/A,#N/A,Agriculture,7.9457611E7,#N/A,Sto Plains Holdings is the leader in Agriculture in Paris,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
84cdc7b1-2e61-4199-96f8-162a8cd824f1,Trilith,Customer,27 Temple St,Victoria Park,WA,6100,Australia,#N/A,#N/A,#N/A,27 Temple St,Victoria Park,WA,6100,Australia,#N/A,#N/A,#N/A,(201) 219-4767 x6953,#N/A,#N/A,Banking,2.87538616E8,#N/A,LexCorp is the leader in Banking in Victoria Park,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8625fbae-c1e7-496f-b1e2-29ba8ff4a096,Landmark Cinemas,Prospect,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(443) 608-8050,#N/A,#N/A,Entertainment,#N/A,850,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,46.0,0.0,12-3456789,ap@landmark.com,#N/A,#N/A
8781c360-b0e9-4886-ae20-f7019cefadb2,McDonalds,Prospect,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(509) 209-3429 x6024,#N/A,#N/A,Restaurant,#N/A,205000,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,2636.0,36059.0,62-0234622,ap@mcdonalds.com.invalid.invalid,#N/A,#N/A
88f23e6e-3039-4728-a76b-0249a042dff4,Realfire,Customer,5959 Las Colinas Blvd,Irving,TX,75039-2298,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(317) 941-0211,#N/A,#N/A,Automotive,2.68882E11,#N/A,"Custom Metal, LLC is the leader in Automotive in Irving",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
895c5cf2-d09e-4ffd-9564-38332da82454,Yakidoo,Customer,75010,Paris,#N/A,#N/A,France,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(718) 413-4171 x3259,#N/A,#N/A,Healthcare,4.528576E8,#N/A,Trevor Ferrin Hospital is the leader in Healthcare,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8cd2b290-c964-4702-8e08-64b4965f9476,Voonix,Customer,1 Procter and Gamble Plz,Cincinnati,OH,45202-3393,United States,#N/A,#N/A,#N/A,P.O. BOX 599,Cincinnati,OH,45201-0599,US,#N/A,#N/A,#N/A,(774) 470-9422 x2471,#N/A,#N/A,Consumer Goods,7.6279E10,#N/A,ADM Goods is the leader in Consumer Goods in Cincinnati,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8e3420f1-61a1-445a-ad45-6dfd946f8acf,Tagtune,Customer,8200 Jones Branch Dr,Mc Lean,VA,22102-3107,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(831) 228-0113,#N/A,#N/A,Hospitality,6.3491E10,#N/A,Decorum Interior Design is the leader in Hospitality in Mc Lean,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8ed8c13d-30f9-4c21-a858-0dc38abf8740,Trunyx,Prospect,420 Montgomery St Frnt,San Francisco,CA,94104-1205,United States,#N/A,#N/A,#N/A,420 Montgomery St Frnt,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(502) 520-5973 x0872,#N/A,#N/A,Financial Services,9.0033E10,#N/A,Cryptocurrents is the leader in Financial Services in San Francisco,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8f2a2cc3-c9bd-47a7-8c96-ca15d991f09a,Wordware,Prospect,066 Grayhawk Road,Flushing,NY,11355,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(818) 229-0625,#N/A,#N/A,Utilities,1.5566896E7,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8f304e62-d05a-427d-ae50-1cae1eef30c4,Gigaclub,Customer,57 Clifton Dr,Bacchus Marsh,VIC,3340,Australia,#N/A,#N/A,#N/A,57 Clifton Dr,Bacchus Marsh,VIC,3340,Australia,#N/A,#N/A,#N/A,(915) 904-9509,#N/A,#N/A,Healthcare,4.93945873E8,#N/A,PK South is the leader in Healthcare in Bacchus Marsh,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91912a93-b079-4b0f-abe4-e955d4e95af2,Layo,Customer,1030 Delta Blvd,Atlanta,GA,30354-1989,United States,#N/A,#N/A,#N/A,P.O. BOX 20706,Atlanta,GA,30320-6001,US,#N/A,#N/A,#N/A,(570) 308-7554 x1838,#N/A,#N/A,Shipping,4.0704E10,#N/A,Taggart Transcontinental is the leader in Shipping in Atlanta,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9704ffdf-2ff7-44d5-8632-b9ea5a107d41,Twiyo,Customer,1211 Ave of The Americas,New York,NY,10036-8701,United States,#N/A,#N/A,#N/A,178 Campbell Parade,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(214) 219-5420,#N/A,#N/A,Automotive,2.8987E10,#N/A,Enginomics is the leader in Automotive in New York,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
995e79a9-2c10-4b96-a7e0-728bf7487d7d,Eazzy,Prospect,7000 Cardinal Pl,Dublin,OH,43017-1091,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(563) 818-6107 x6121,#N/A,#N/A,Construction,1.02531E11,#N/A,Sombra Corporation is the leader in Construction in Dublin,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9b12e9ee-f03a-411d-8426-15ce8979e6d4,Kimia,Customer,2/11 Boyle St,Balgowlah,NSW,2093,Australia,#N/A,#N/A,#N/A,2/11 Boyle St,Balgowlah,NSW,2093,Australia,#N/A,#N/A,#N/A,(862) 754-7394,#N/A,#N/A,Transportation,4.9892102E7,#N/A,Smith and Co. is the leader in Transportation in Balgowlah,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9db81446-6dc7-4ea6-9a8f-0bfa5ed9e6eb,Zazio,Prospect,4333 Amon Carter Blvd,Fort Worth,TX,76155-2664,United States,#N/A,#N/A,#N/A,P.O. BOX 619616,Dallas,TX,75261-9616,US,#N/A,#N/A,#N/A,(520) 351-2913 x7332,#N/A,#N/A,Media,4.099E10,#N/A,Primary Printing is the leader in Media in Fort Worth,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9ef0ab22-d164-4d10-a349-f04fa858a47b,Jetpulse,Customer,270 Park Ave,New York,NY,10017-2014,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(850) 765-7239 x3755,#N/A,#N/A,Non Profit,1.01006E11,#N/A,Human Rights Defense Fund is the leader in Non Profit in New York,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a0827276-fbc3-4230-ac0a-5188ae2d38bd,Realcube,Customer,"Via Nizza, 250",Turin,Turin,#N/A,Italy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(214) 339-4168,#N/A,#N/A,Healthcare,7.20606185E8,#N/A,TF North is the leader in Healthcare in Turin,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a1844d51-1eca-4a7f-93a8-d6a08f1b317d,Thoughtstorm,Customer,3 Myra St,Wahroonga,NSW,2076,Australia,#N/A,#N/A,#N/A,3 Myra St,Wahroonga,NSW,2076,Australia,#N/A,#N/A,#N/A,(602) 216-4836 x1617,#N/A,#N/A,Technology,3.45972597E8,#N/A,Nordyne Defense Dynamics is the leader in Technology in Wahroonga,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a422436a-f300-4ca5-9b1c-22dc05d1b699,Trudoo,Customer,66 Beckenham St,Canley Vale,NSW,2166,Australia,#N/A,#N/A,#N/A,66 Beckenham St,Canley Vale,NSW,2166,Australia,#N/A,#N/A,#N/A,(973) 904-2945,#N/A,#N/A,Consulting,1.78663741E8,#N/A,Mr. Sparkle is the leader in Consulting in Canley Vale,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a4967fe0-d6e4-41a0-99d8-6163215bf3c8,Zoomcast,Prospect,1 Express Way,Saint Louis,MO,63121-1824,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(315) 831-7351,#N/A,#N/A,Retail,1.01752E11,#N/A,Rhapsodic AG is the leader in Retail in Saint Louis,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a4daeda2-0e58-4d86-ad2b-ea50ec91d281,Pixoboo,Customer,19100 Ridgewood Pkwy,San Antonio,TX,78259-1834,United States,#N/A,#N/A,#N/A,P.O. BOX 8016,Cary,NC,27512-8016,US,#N/A,#N/A,#N/A,(313) 913-7451,#N/A,#N/A,Consumer Goods,2.8711E10,#N/A,General Products is the leader in Consumer Goods in San Antonio,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a554b3a4-5d22-48a7-ad53-a8d8fa1d633b,Realblab,Prospect,53 Park Meadow Pass,New Bedford,MA,2745,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(631) 971-4067,#N/A,#N/A,Insurance,2.9588767E7,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a5795e95-577c-4d7d-9095-fb058e857335,Twimm,Prospect,10/33-37 Gannons Rd,Caringbah,NSW,1495,Australia,#N/A,#N/A,#N/A,10/33-37 Gannons Rd,Caringbah,NSW,1495,Australia,#N/A,#N/A,#N/A,(605) 802-0319 x0055,#N/A,#N/A,Healthcare,8.0231577E7,#N/A,Nick Ciapetta Hospital is the leader in Healthcare in Caringbah,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
